id_prest_boca_atencion;d_prest_boca_atencion;id_prest_prestador;d_prest_calle;n_prest_puerta;c_prest_piso_depto;c_prest_cp4;n_prest_boca_x;n_prest_boca_y;c_geog_prest_boca_loc;d_geog_prest_boca_loc;c_geog_prest_boca_dpto;d_geog_prest_boca_dpto;c_geog_prest_boca_pcia;d_geog_prest_boca_pcia;m_prest_habilitado
18.531;COLEGIO GOLFO SAN MATIAS;5.003.815;BELGRANO;1163;;8.521;-64,9500000000;-40,7333330000;160.110.053;SAN ANTONIO OESTE;16.011;DEPTO. SAN ANTONIO;16;RIO NEGRO;S
18.532;COLEGIO MEDICO RIO COLORADO;5.003.815;SARMIENTO ;643;;8.138;-64,0722280000;-39,0003700000;160.090.059;RIO COLORADO;16.009;DEPTO. PICHI MAHUIDA;16;RIO NEGRO;S
18.533;COLEGIO MEDICO DE VILLA REGINA;5.003.815;ROCA ;410;;8.336;-67,0833330000;-39,1000000000;160.060.378;VILLA REGINA;16.006;DEPTO. GENERAL ROCA;16;RIO NEGRO;S
18.534;COLEGIO MEDICO ZONA ATLANTICA;5.003.815;LAPRIDA;501;;8.500;-62,9972760000;-40,8062340000;160.010.121;VIEDMA;16.001;DEPTO. ADOLFO ALSINA;16;RIO NEGRO;S
18.537;FISIOKINESIOLOGIA DE I NIVEL;5.009.463;AVDA PERON;470;00;5.380;-66,3166670000;-30,3666670000;120.130.027;CHAMICAL;12.013;DEPTO. CHAMICAL;12;LA RIOJA;S
18.538;FERRER PABLO - MEDICO DE CABECERA;5.009.464;OLAGUER Y FELIU;2456;PB 1;1.426;-58,4545145714;-34,5659502653;10.010.019;CAPITAL FEDERAL;1.001;CAPITAL FEDERAL;1;CAPITAL FEDERAL;S
18.539;ALGAZE PATRICIA MIRIAM - MEDICO DE CABECERA;5.009.465;MURGUIONDO;1544;3° F;1.440;-58,5052678571;-34,6533778571;10.010.019;CAPITAL FEDERAL;1.001;CAPITAL FEDERAL;1;CAPITAL FEDERAL;S
18.542;ESCARRA ALICIA ROSA;5.009.466;SANTA FE;224;;6.612;-59,6903345000;-34,7687349167;21.060.019;SUIPACHA;2.106;PTDO. SUIPACHA;2;BUENOS AIRES;S
18.544;MEDICO DE CABECERA;5.000.075;ITALIA;4035;;5.521;-68,7884861837;-32,8972488571;130.040.226;VILLA NUEVA DE GUAYMALLEN;13.004;DEPTO. GUAYMALLEN;13;MENDOZA;N
18.545;MEDICO DE CABECERA;5.007.546;COLON Y SAN MARTÍN;S/N;;5.634;-67,5333330000;-35,0000000000;130.020.011;BOWEN;13.002;DEPTO. GENERAL ALVEAR;13;MENDOZA;S
18.546;CLINICA QUIRURGICA S.A.  - PRESTADOR ALTERNATIVO;5.009.467;CORONEL PLAZA;745;;5.500;-68,8465435714;-32,8788540408;130.010.081;MENDOZA;13.001;DEPTO. CAPITAL;13;MENDOZA;S
18.548;HUNICKEN GUSTAVO NICOLÁS - MEDICO DE CABECERA;5.009.468;AVENIDA BLUMETTI;397;;8.303;-68,0624632857;-38,8226978776;160.060.092;CINCO SALTOS;16.006;DEPTO. GENERAL ROCA;16;RIO NEGRO;S
18.549;LACHESKI LUCIA ANA ;3.675.961;AV MITRE;2330;;3.300;-55,9002532857;-27,3738338571;140.040.041;POSADAS;14.004;DEPTO. CAPITAL;14;MISIONES;S
18.550;ACOSTA ADRIANA MARIEL - MEDICO DE CABECERA - LEMNOS;5.009.469;BUENOS AIRES;1644;;8.332;-67,5700078571;-39,0275334286;160.060.238;GENERAL ROCA;16.006;DEPTO. GENERAL ROCA;16;RIO NEGRO;S
18.551;" 	  CHATELET ENRIQUE EDGARDO ";3.675.840;AV. MITRE ;2330;;3.300;-55,9002532857;-27,3738338571;140.040.041;POSADAS;14.004;DEPTO. CAPITAL;14;MISIONES;S
18.552;FARAUDO MIGUEL ANGEL ;3.675.870;AV. MITRE ;2330;;3.300;-55,9002532857;-27,3738338571;140.040.041;POSADAS;14.004;DEPTO. CAPITAL;14;MISIONES;S
18.553;" 	  BAZAN CLAUDIA ROXANA ";5.003.349;AV. MITRE ;2330;;3.300;-55,9002532857;-27,3738338571;140.040.041;POSADAS;14.004;DEPTO. CAPITAL;14;MISIONES;S
18.554;DE FRANCESCO GUSTAVO ALBERTO ;3.675.857;AV. MITRE;2330;;3.300;-55,9002532857;-27,3738338571;140.040.041;POSADAS;14.004;DEPTO. CAPITAL;14;MISIONES;S
18.555;" 	  LANDI JORGE ALDO ";5.003.739;AV MITRE;2330;;3.300;-55,9002532857;-27,3738338571;140.040.041;POSADAS;14.004;DEPTO. CAPITAL;14;MISIONES;S
18.556;FISOKINESIOTERAPIA;5.009.470;JUAN EMILIO MAROCCO;1976;;4.401;-65,4366309184;-24,8430297755;170.060.118;SALTA-CAPITAL;17.006;DEPTO. CAPITAL;17;SALTA;S
18.557;FISOKINESIOTERAPIA;5.009.471;BATALLA DE SALTA;1193;;4.401;0,0000000000;0,0000000000;170.060.118;SALTA-CAPITAL;17.006;DEPTO. CAPITAL;17;SALTA;S
18.559;FERNANDEZ NURIA DE LOS ANGELES ;5.009.472;MAZZANTTI;550;;3.450;-59,2473400000;-29,1356550000;50.100.021;SEC.1 CIUDAD DE GOYA;5.010;DEPTO. GOYA;5;CORRIENTES;S
18.560;FISOKINESIOTERAPIA;5.009.473;ISLAS MALVINAS;508;;4.421;-65,4933830000;-25,0624320000;170.080.056;EL CARRIL;17.008;DEPTO. CHICOANA;17;SALTA;S
18.561;FISIOTERAPEUTA;5.009.474;AVDA. BELGRANO;167;;4.562;-63,8333330000;-22,6166670000;170.090.150;GENERAL ENRIQUE MOSCONI;17.009;DEPTO. GRAL.JOSE DE SAN MARTIN;17;SALTA;S
18.562;FISOKINESIOTERAPIA;5.009.475;CARLOS MOREL;44;;4.193;-64,7666670000;-25,9166670000;170.200.013;ALMIRANTE BROWN;17.020;DEPTO. ROSARIO DE LA FRONTERA;17;SALTA;S
18.563;CONSULTORIO;5.009.476;RIVADAVIA;798;;4.624;-65,3833330000;-23,5666670000;100.120.155;TILCARA;10.012;DEPTO. TILCARA;10;JUJUY;S
18.564;FISOKINESIOTERAPIA;5.009.477;MANZANA  28 -;C 2;;4.193;-64,7666670000;-25,9166670000;170.200.013;ALMIRANTE BROWN;17.020;DEPTO. ROSARIO DE LA FRONTERA;17;SALTA;S
18.565;FISOKINESIOTERAPIA;5.009.478;AMEGHINO;243;;4.401;-65,4049198571;-24,7777102857;170.060.118;SALTA-CAPITAL;17.006;DEPTO. CAPITAL;17;SALTA;S
18.566;FISOKINESIOTERAPIA;5.009.479;AV EINSTEN;550;;4.400;0,0000000000;0,0000000000;170.060.118;SALTA-CAPITAL;17.006;DEPTO. CAPITAL;17;SALTA;S
18.567;FISOKINESIOTERAPIA;5.009.480;1 DE MAYO;S/N;;4.421;-65,4933830000;-25,0624320000;170.080.056;EL CARRIL;17.008;DEPTO. CHICOANA;17;SALTA;S
18.568;FISOKINESIOTERAPIA;5.009.481;MITRE;1910;;4.400;-65,4086012727;-24,7659515455;170.060.118;SALTA-CAPITAL;17.006;DEPTO. CAPITAL;17;SALTA;S
18.569;CRUZ AZUL SALUD S.A.;5.009.482;PELLEGRINI;1353;;2.002;-60,6444053673;-32,9567918980;210.120.220;ROSARIO;21.012;DEPTO. ROSARIO;21;SANTA FE;S
18.570;CONSULTORIO;5.009.183;ALICIA MOREAU DE JUSTO;28;;6.640;-60,5000000000;-35,1166670000;20.130.011;BRAGADO;2.013;PTDO. BRAGADO;2;BUENOS AIRES;S
18.571;BRUSSINO MARÍA ALEJANDRA;5.009.184;REMEDIOS DE ESCALADA;1171;;6.640;-60,5000000000;-35,1166670000;20.130.011;BRAGADO;2.013;PTDO. BRAGADO;2;BUENOS AIRES;S
18.572;SAGO ROXANA ETHEL;5.009.185;CONESA;228;;6.640;-60,5000000000;-35,1166670000;20.130.011;BRAGADO;2.013;PTDO. BRAGADO;2;BUENOS AIRES;S
18.573;LOZA ADOLFO MANUEL;5.009.118;HIPOLITO YRIGOYEN;25;;6.451;0,0000000000;0,0000000000;20.830.019;PEHUAJO;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
18.574;MARTIN JORGE;5.009.125;DEL VALLE;864;;6.451;0,0000000000;0,0000000000;20.830.019;PEHUAJO;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
18.575;VICENTE NELSON ARIEL;5.009.137;ALSINA;650;;6.451;0,0000000000;0,0000000000;20.830.019;PEHUAJO;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
18.576;LOPEZ CAJIGAL OSCAR;5.009.038;URUGUAY;740;;2.930;-59,6603463878;-33,6789382653;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
18.577;PALMIERI JORGE FERNANDO;5.009.121;PASO;216;;6.620;-60,0179148333;-34,9016224167;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
18.578;SALGADO CARLOS MARIA;5.009.022;CORDOBA;229;;6.612;-59,7000000000;-34,7833330000;21.060.019;SUIPACHA;2.106;PTDO. SUIPACHA;2;BUENOS AIRES;S
18.579;MYHAL JUAN JOSE;5.009.021;SAN MARTIN;172;;6.612;-59,7000000000;-34,7833330000;21.060.019;SUIPACHA;2.106;PTDO. SUIPACHA;2;BUENOS AIRES;S
18.580;MADOU JORGE;5.009.110;CNEL BRANDSEN;360;;6.620;-60,0207406667;-34,9051160000;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
18.581;BACA RODOLFO;5.009.154;LAVALLE;392;;6.620;-60,0143510000;-34,9031053333;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
18.582;MARANO JOSE ANTONIO;5.009.111;MAIPU;245;;6.625;-59,7666670000;-35,0833330000;20.290.081;VILLA MOQUEHUA;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
18.583;GARAVENTA MARCELO;5.009.129;ALSINA;653;;6.451;0,0000000000;0,0000000000;20.830.019;PEHUAJO;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
18.584;PINEDA CICHELLO MARIA PAULA;5.009.186;SAN MARTIN;465;;2.930;-59,6612372041;-33,6780362041;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
18.585;COTTA LUIS ALBERTO;5.009.138;SAN MARTIN;183;;6.474;-62,3000000000;-35,8666670000;20.830.141;JUAN JOSE PASO;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
18.586;CONSTANTIN ROLANDO;5.009.041;BELGRANO;505;;2.930;-59,6651401429;-33,6739528163;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
18.587;LOPEZ QUES MARIANA FLORENCIA;5.009.188;RIVADAVIA;330;;2.944;-59,6333330000;-33,7666670000;21.040.091;RIO TALA;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
18.588;LOPEZ QUES MARIANA FLORENCIA;5.009.188;ALMAFUERTE;602;;2.930;-59,6610880000;-33,6771570000;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
18.589;MENDIETA MANUEL;5.009.149;URUGUAY;740;;2.930;-59,6603463878;-33,6789382653;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
18.590;NAVARRI ANALIA JUDITH;5.009.180;SAN MARTIN;465;;2.930;-59,6612372041;-33,6780362041;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
18.591;CONSULTORIO;5.009.181;BELGRANO;258;;6.474;0,0000000000;0,0000000000;-1;DESCONOCIDA;-1;DESCONOCIDO;-1;DESCONOCIDA;S
18.592;STELLA FEDERICO;5.009.189;GENERAL ROCA;336;;6.469;-62,0333330000;-36,2333330000;20.830.205;MONES CAZON;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
18.593;GASTALDI BARTAK IGNACIO JAVIER;5.009.257;SAN MARTIN;172;;6.740;-60,4695825000;-34,6388026667;20.270.011;CHACABUCO;2.027;PTDO. CHACABUCO;2;BUENOS AIRES;S
18.594;ANZOATEGUI RODOLFO;5.009.193;AV. MERLASSINO;438;;2.740;-60,1166670000;-34,0666670000;20.100.011;ARRECIFES;2.010;PTDO. BARTOLOME MITRE;2;BUENOS AIRES;S
18.595;AMATO ANA MARIA;5.009.128;HIPOLITO YRIGOYEN;346;;6.451;0,0000000000;0,0000000000;20.830.019;PEHUAJO;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
18.596;SANJURJO ROBERTO;5.009.131;ALSINA--;437;;6.451;0,0000000000;0,0000000000;20.830.019;PEHUAJO;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
18.597;CANULLAN JORGE;5.009.140;RAMOS MEJIA;246;;6.469;-62,0333330000;-36,2333330000;20.830.205;MONES CAZON;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
18.598;CAMERANO GRACIELA MARIA - CONSULTORIO;5.009.150;BELGRANO;75;;2.935;-59,8833330000;-33,8666670000;21.040.113;SANTA LUCIA;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
18.599;DI ROSA ANGEL SALVADOR;5.009.036;SAN MARTIN;237;;2.946;-59,8833330000;-33,6666670000;21.040.059;GOBERNADOR CASTRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
18.600;DUBINI JOSE ALBERTO;5.009.035;DR JOSE CARONI;535;;2.930;-59,6665160000;-33,6853286122;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
18.601;LILJESTHROM WALTER ROBERTO;5.009.037;BELGRANO;505;;2.930;-59,6651401429;-33,6739528163;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
18.602;SOSA CARLOS ALBERTO;5.009.031;ALMAFUERTE;602;;2.930;-59,6610880000;-33,6771570000;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
18.603;SUALDEA JAVIER;5.009.032;SAN MARTIN;465;;2.930;-59,6612372041;-33,6780362041;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
18.604;WALSH ELIZABETH MARGARITA;5.009.033;BELGRANO;505;;2.930;-59,6651401429;-33,6739528163;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
18.605;MARTINEZ GRACIELA CRISTINA;5.009.122;LEANDRO N ALEM;133;;6.620;-60,0137290000;-34,8975913333;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
18.606;CONDE MARCELA ALICIA;5.009.119;9 DE JULIO;194;;6.620;-60,0232982500;-34,8950185000;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
18.607;GONZALEZ RIVAS DANIELA;5.009.301;AVDA ALSINA;214;;6.740;-60,4674105000;-34,6449745000;20.270.011;CHACABUCO;2.027;PTDO. CHACABUCO;2;BUENOS AIRES;S
18.608;VALENTI SERGIO;5.009.330;CAVALLARI;645;;6.500;-60,0000000000;-35,0000000000;20.800.010;9 DE JULIO;2.080;PTDO. 9 DE JULIO;2;BUENOS AIRES;S
18.609;BARNECH MARIA LAURA;5.009.295;SAN LUIS;185;;6.740;-60,4711180833;-34,6471473333;20.270.011;CHACABUCO;2.027;PTDO. CHACABUCO;2;BUENOS AIRES;S
18.610;ALVAREZ LUCIA;5.009.226;QUIROGA;211;;6.640;-60,5000000000;-35,1166670000;20.130.011;BRAGADO;2.013;PTDO. BRAGADO;2;BUENOS AIRES;S
18.611;MERCANCINI MARINA;5.009.187;GENERAL ROCA;336;;6.469;-62,0333330000;-36,2333330000;20.830.205;MONES CAZON;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
18.612;NEGRE RICARDO;5.009.130;GUIDO SPANO;362;;6.474;-62,3000000000;-35,8666670000;20.830.141;JUAN JOSE PASO;2.083;PTDO. PEHUAJO;2;BUENOS AIRES;S
18.613;PALADINI EDUARDO IVANO;5.009.039;BELGRANO;505;;2.930;-59,6651401429;-33,6739528163;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
18.614;ZAPPULLA ALBERTO;5.009.034;AVDA 3 DE FEBRERO;185;;2.930;-59,6655237143;-33,6794365714;21.040.016;SAN PEDRO;2.104;PTDO. SAN PEDRO;2;BUENOS AIRES;S
18.615;PALMIERI JORGE FRANCISCO;5.009.107;PTE HIPOLITO YRIGOYEN;81;;6.620;-60,0214507500;-34,8971105000;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
18.616;ROSENZWAIG GUSTAVO;5.009.117;GRAL RODRIGUEZ;220;;6.620;-60,0206570000;-34,8917897500;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
18.617;FERZOLA JUAN CARLOS;5.009.112;AVDA VILLARINO;212;;6.620;-60,0225643333;-34,8997764167;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
18.618;MELO SERGIO;5.009.120;ANTARTIDA ARGENTINA;164;;6.620;-60,0118510000;-34,8855695000;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
18.619;PARYSOW JAIME;5.009.114;BOLIVAR;148;;6.620;-60,0200877500;-34,8935260000;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
18.620;GOLDENBERG JORGE;5.009.108;AVDA SARMIENTO;365;;6.620;-60,0132193333;-34,9015905000;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
18.621;ROBIANI CARLOS ROGELIO;5.009.023;SARMIENTO;629;;6.612;-59,7000000000;-34,7833330000;21.060.019;SUIPACHA;2.106;PTDO. SUIPACHA;2;BUENOS AIRES;S
18.622;NOVELLO MIGUEL - MEDICO CABECERA;5.009.127;CORONEL SUAREZ;63;;6.620;-60,0210533333;-34,9017548333;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
18.623;MARTINO MARCELO CLAUDIO;5.009.190;9 DE JULIO;194;;6.620;-60,0232982500;-34,8950185000;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;S
18.624;GRI JOSE LUIS;5.009.384;HIPOLITO YRIGOYEN;1061;;6.500;-60,8815735510;-35,4516794898;20.800.010;9 DE JULIO;2.080;PTDO. 9 DE JULIO;2;BUENOS AIRES;S
18.625;LIZARRALDE HECTOR;5.009.370;HIPOLITO YRIGOYEN;1061;;6.500;-60,8815735510;-35,4516794898;20.800.010;9 DE JULIO;2.080;PTDO. 9 DE JULIO;2;BUENOS AIRES;S
18.626;MARTINEZ ADRIANA;5.009.366;CNEL FREYRE;1720;;6.500;-60,8836595306;-35,4429741429;20.800.010;9 DE JULIO;2.080;PTDO. 9 DE JULIO;2;BUENOS AIRES;S
18.627;PAOLTRONI ANA LIA;5.009.412;SALTA;1354;;6.500;-60,8834552041;-35,4486728367;20.800.010;9 DE JULIO;2.080;PTDO. 9 DE JULIO;2;BUENOS AIRES;S
18.628;HOSPITAL MUNICIPAL SAN CARLOS;5.008.981;SAN MARTIN;450;;2.752;-59,7833330000;-34,1833330000;21.210.018;CAPITAN SARMIENTO;2.121;PTDO. CAPITAN SARMIENTO;2;BUENOS AIRES;S
18.629;CARLISI JOSE LUIS;5.009.376;MAIPÚ;204;;6.740;0,0000000000;0,0000000000;20.270.011;CHACABUCO;2.027;PTDO. CHACABUCO;2;BUENOS AIRES;S
18.630;DOMICILIO PARTICULAR;5.009.110;CNEL BRANDSEN;360;;6.620;-60,0207406667;-34,9051160000;20.290.014;CHIVILCOY;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;N
18.631;VILARIÑO DANIELA VERONICA;5.009.066;LA RIOJA;866;;6.500;-60,8821598980;-35,4555537755;20.800.010;9 DE JULIO;2.080;PTDO. 9 DE JULIO;2;BUENOS AIRES;S
18.632;DI NAPOLI JORGE;5.009.314;ATTE BROWN;40;;6.740;-60,4741359167;-34,6407330833;20.270.011;CHACABUCO;2.027;PTDO. CHACABUCO;2;BUENOS AIRES;S
18.633;GIURI JOSE ANTONIO;5.009.331;25 DE MAYO;232;;6.734;-60,0666670000;-34,6166670000;20.270.127;RAWSON;2.027;PTDO. CHACABUCO;2;BUENOS AIRES;S
18.634;GROSSI SOLA CECILIA MONICA;5.009.273;SAN MARTÍN;172;;6.740;-60,4695301667;-34,6388220000;20.270.011;CHACABUCO;2.027;PTDO. CHACABUCO;2;BUENOS AIRES;S
18.635;TOURIÑO JULIA ELISA;5.009.342;MENDOZA;169;;6.740;-60,4787412500;-34,6401497500;20.270.011;CHACABUCO;2.027;PTDO. CHACABUCO;2;BUENOS AIRES;S
18.636;GALVAN MARCELO ANGEL;5.009.375;AVELLANEDA;38;;6.740;-60,4745980000;-34,6418370000;20.270.011;CHACABUCO;2.027;PTDO. CHACABUCO;2;BUENOS AIRES;S
18.637;MARTIGNONE OSVALDO LUIS;5.009.358;PASAJE RODRIGUEZ;S/N;;6.740;0,0000000000;0,0000000000;20.270.011;CHACABUCO;2.027;PTDO. CHACABUCO;2;BUENOS AIRES;S
18.638;MASCI GUSTAVO LUJAN;5.009.410;SARMIENTO;61;;6.740;-60,4715530833;-34,6429384167;20.270.011;CHACABUCO;2.027;PTDO. CHACABUCO;2;BUENOS AIRES;S
18.639;HOSPITAL MUNICIPAL NUESTRA SEÑORA DEL CARMEN-CHACABUCO;5.008.984;SAN LUIS;226;;6.740;-60,4703070000;-34,6479620000;20.270.011;CHACABUCO;2.027;PTDO. CHACABUCO;2;BUENOS AIRES;S
18.640;COTTI DE LA LASTRA CESAR;5.009.373;MENDOZA;169;;6.740;-60,4787412500;-34,6401497500;20.270.011;CHACABUCO;2.027;PTDO. CHACABUCO;2;BUENOS AIRES;S
18.641;GONZALEZ CAROLINA DEL CARMEN;5.009.255;R. E. DE SAN MARTÍN;280;;6.740;-60,4714121667;-34,6346358333;20.270.011;CHACABUCO;2.027;PTDO. CHACABUCO;2;BUENOS AIRES;S
18.642;SONNEMBERG BENEDICTO;5.009.386;BUENOS AIRES;419;;6.734;-60,0666670000;-34,6166670000;20.270.127;RAWSON;2.027;PTDO. CHACABUCO;2;BUENOS AIRES;S
18.643;LEAL HECTOR MARIO;5.009.249;SALTA;1354;;6.500;-60,8834552041;-35,4486728367;20.800.192;LA NIÑA;2.080;PTDO. 9 DE JULIO;2;BUENOS AIRES;S
18.644;CORTES JORGE ANTONIO;5.009.283;BELGRANO;534;;6.465;-61,7000000000;-36,3000000000;20.550.015;HENDERSON;2.055;PTDO. HIPOLITO YRIGOYEN;2;BUENOS AIRES;S
18.645;RECALDE HORACIO;5.009.415;AVDA ALSINA;222;;6.740;-60,4672478333;-34,6451611667;20.270.011;CHACABUCO;2.027;PTDO. CHACABUCO;2;BUENOS AIRES;S
18.646;"CTRO. INTEGRAL DE EMERGENCIAS MEDICAS DE OLIVETTO ABEL
CIDEM - OLIVETTO";5.008.967;RIVADAVIA;181;;6.740;-60,4738705000;-34,6445442500;20.270.011;CHACABUCO;2.027;PTDO. CHACABUCO;2;BUENOS AIRES;S
18.647;DOMICILIO LEGAL;5.009.111;MAIPU;127;;6.625;-59,7666670000;-35,0833330000;20.290.081;VILLA MOQUEHUA;2.029;PTDO. CHIVILCOY;2;BUENOS AIRES;N
18.648;SANTUCHO JOSE OSVALDO;5.009.323;CNEL LAGOS;1143;;6.500;-60,8874431429;-35,4424648571;20.800.010;9 DE JULIO;2.080;PTDO. 9 DE JULIO;2;BUENOS AIRES;S
18.649;MOLINA FABIAN EZEQUIEL;5.009.278;TUCUMAN;123;;6.740;-60,4713663333;-34,6355271667;20.270.011;CHACABUCO;2.027;PTDO. CHACABUCO;2;BUENOS AIRES;S
18.650;MANTEROLA JOSE MARIA;5.009.232;10 DE JUNIO;72;;6.634;-60,2666670000;-35,0333330000;20.020.019;ALBERTI;2.002;PTDO. ALBERTI;2;BUENOS AIRES;S
18.651;CAVAGNARO ALFREDO LUIS;5.009.364;10 DE JUNIO;78;;6.634;-60,2666670000;-35,0333330000;20.020.019;ALBERTI;2.002;PTDO. ALBERTI;2;BUENOS AIRES;S
18.652;VACCAREZZA HORACIO;5.009.306;10 DE JUNIO;72;;6.634;-60,2666670000;-35,0333330000;20.020.019;ALBERTI;2.002;PTDO. ALBERTI;2;BUENOS AIRES;S
18.653;KENNER ALFREDO;5.009.317;PLANTAT URBANA;S/N;;6.628;-60,3000000000;-34,8500000000;20.020.043;CORONEL MOM;2.002;PTDO. ALBERTI;2;BUENOS AIRES;S
18.654;SCACCHI ROBERTO LUIS;5.009.411;MECHITA;S/N;;6.648;-60,4000000000;-35,0666670000;20.130.088;MECHITA;2.013;PTDO. BRAGADO;2;BUENOS AIRES;S
18.655;GIANZANTI ARTURO ORLANDO;5.009.401;SAN MARTÍN;1461;;6.640;-60,5000000000;-35,1166670000;20.130.011;BRAGADO;2.013;PTDO. BRAGADO;2;BUENOS AIRES;S
18.656;URRICELQUI DANIEL CARLOS;5.009.227;AVELLANEDA;1819;;6.640;-60,5000000000;-35,1166670000;20.130.011;BRAGADO;2.013;PTDO. BRAGADO;2;BUENOS AIRES;S
18.657;JUAREZ MIGUEL ANGEL;5.009.233;PELLEGRINI;1845;;6.641;-60,5333330000;-35,3166670000;20.130.037;COMODORO PY;2.013;PTDO. BRAGADO;2;BUENOS AIRES;S
18.658;MAFFASSANTI JOSE RAMON;5.009.409;NUÑEZ;1193;;6.640;-60,5000000000;-35,1166670000;20.130.011;BRAGADO;2.013;PTDO. BRAGADO;2;BUENOS AIRES;S
18.659;VENTOS RUBEN MIGUEL;5.009.241;BELGRANO;1490;;6.640;-60,5000000000;-35,1166670000;20.130.011;BRAGADO;2.013;PTDO. BRAGADO;2;BUENOS AIRES;S
18.660;FERNANDEZ JOSE ALFONSO;5.009.230;PELLEGRINI;1859;;6.640;-60,5000000000;-35,1166670000;20.130.011;BRAGADO;2.013;PTDO. BRAGADO;2;BUENOS AIRES;S
18.661;PUSSO MONICA BLANCA;5.009.285;ESCALADA;1480;;6.640;-60,5000000000;-35,1166670000;20.130.011;BRAGADO;2.013;PTDO. BRAGADO;2;BUENOS AIRES;S
18.662;RIZZO JOSE LUIS;5.009.363;SAN MARTÍN;675;;6.640;-60,5000000000;-35,1166670000;20.130.011;BRAGADO;2.013;PTDO. BRAGADO;2;BUENOS AIRES;S
18.663;RIZZO ANIBAL RAFAEL;5.009.352;SAN MARTÍN;675;;6.640;-60,5000000000;-35,1166670000;20.130.011;BRAGADO;2.013;PTDO. BRAGADO;2;BUENOS AIRES;S
18.664;GEREZ RICARDO ANGEL;5.009.357;PLANTAT URBANA;S/N;;6.646;-60,7666670000;-34,9000000000;20.130.045;GENERAL O BRIEN;2.013;PTDO. BRAGADO;2;BUENOS AIRES;S
18.665;CAMERA JUAN ALEJANDRO;5.009.374;RIVADAVIA;S/N;;6.646;-60,7666670000;-34,9000000000;20.130.045;GENERAL O BRIEN;2.013;PTDO. BRAGADO;2;BUENOS AIRES;S
18.666;MONZO EMILIO;5.009.362;9 DE JULIO;229;;6.455;-62,4166670000;-35,3833330000;20.180.012;CARLOS TEJEDOR;2.018;PTDO. CARLOS TEJEDOR;2;BUENOS AIRES;S
18.667;SCHLUEB CRISTINA ADELA;5.009.405;LEANDRO N. ALEM;322;;6.455;-62,4166670000;-35,3833330000;20.180.012;CARLOS TEJEDOR;2.018;PTDO. CARLOS TEJEDOR;2;BUENOS AIRES;S
